1993 09 03 22 29    0.05   0.00    NaN   0.00
1993 09 03 22 39    0.05   0.00    NaN   0.00
1993 09 03 22 49    0.05   0.00    NaN   0.00
1993 09 03 22 59    0.05   0.00    NaN   0.00
1993 09 03 23 09    0.05   0.00    NaN   0.00
1993 09 03 23 19    0.05   0.00    NaN   0.00
1993 09 03 23 29    0.05   0.00    NaN   0.00
1993 09 03 23 39    0.05   0.00    NaN   0.00
1993 09 03 23 49    0.05   0.00    NaN   0.00
1993 09 03 23 59    0.05   0.00    NaN   0.00
1993 09 04 00 09    0.05   0.00    NaN   0.00
1993 09 04 00 19    0.05   0.00    NaN   0.00
1993 09 04 00 29    0.05   0.00    NaN   0.00
1993 09 04 00 39    0.05   0.00    NaN   0.00
1993 09 04 00 49    0.05   0.00    NaN   0.00
1993 09 04 00 59    0.05   0.00    NaN   0.00
1993 09 04 01 09    0.05   0.00    NaN   0.00
1993 09 04 01 19    0.05   0.00    NaN   0.00
1993 09 04 01 29    0.05   0.00    NaN   0.00
1993 09 04 01 39    0.05   0.00    NaN   0.00
1993 09 04 01 49    0.05   0.00    NaN   0.00
1993 09 04 01 59    0.05   0.00    NaN   0.00
1993 09 04 02 09    0.05   0.00    NaN   0.00
1993 09 04 02 19    0.05   0.00    NaN   0.00
1993 09 04 02 29    0.05   0.00    NaN   0.00
1993 09 04 02 39    0.05   0.00    NaN   0.00
1993 09 04 02 49    0.05   0.00    NaN   0.00
1993 09 04 02 59    0.05   0.00    NaN   0.00
1993 09 04 03 09    0.05   0.00    NaN   0.00
1993 09 04 03 19    0.05   0.00    NaN   0.00
1993 09 04 03 29    0.05   0.00    NaN   0.00
1993 09 04 03 39    0.05   0.00    NaN   0.00
1993 09 04 03 49    0.05   0.00    NaN   0.00
1993 09 04 03 59    0.05   0.00    NaN   0.00
1993 09 04 04 09    0.05   0.00    NaN   0.00
1993 09 04 04 19    0.05   0.00    NaN   0.00
1993 09 04 04 29    0.05   0.00    NaN   0.00
1993 09 04 04 39    0.05   0.00    NaN   0.00
1993 09 04 04 49    0.05   0.00    NaN   0.00
1993 09 04 04 59    0.05   0.00    NaN   0.00
1993 09 04 05 09    0.05   0.00    NaN   0.00
1993 09 04 05 19    0.05   0.00    NaN   0.00
1993 09 04 05 29    0.05   0.00    NaN   0.00
1993 09 04 05 39    0.05   0.00    NaN   0.00
1993 09 04 05 49    0.05   0.00    NaN   0.00
1993 09 04 05 59    0.05   0.00    NaN   0.00
1993 09 04 06 09    0.05   0.00    NaN   0.00
1993 09 04 06 19    0.05   0.00    NaN   0.00
1993 09 04 06 29    0.05   0.00    NaN   0.00
1993 09 04 06 39    0.05   0.00    NaN   0.00
1993 09 04 06 49    0.05   0.00    NaN   0.00
1993 09 04 06 59    0.05   0.00    NaN   0.00
1993 09 04 07 09    0.05   0.00    NaN   0.00
1993 09 04 07 19    0.05   0.00    NaN   0.00
1993 09 04 07 29    0.05   0.00    NaN   0.00
1993 09 04 07 39    0.05   0.00    NaN   0.00
1993 09 04 07 49    0.05   0.00    NaN   0.00
1993 09 04 07 59    0.05   0.00    NaN   0.00
1993 09 04 08 09    0.05   0.00    NaN   0.00
1993 09 04 08 19    0.05   0.00    NaN   0.00
1993 09 04 08 29    0.05   0.00    NaN   0.00
1993 09 04 08 39    0.05   0.00    NaN   0.00
1993 09 04 08 49    0.05   0.00    NaN   0.00
1993 09 04 08 59    0.05   0.00    NaN   0.00
